user_id,RFM Score,Segment
18690,515,Promising
18692,433,Potential Loyalist
18693,533,Potential Loyalist
18694,111,Lost customers
18697,111,Lost customers
18698,515,Promising
18699,315,Promising
18700,145,At Risk
18701,242,At Risk
18703,533,Potential Loyalist
18705,511,New Customers
18706,115,Cannot Lose Them
18707,255,At Risk
18709,511,New Customers
18710,535,Need Attention
18712,335,Loyal
18713,131,Lost customers
18714,214,Cannot Lose Them
18715,533,Potential Loyalist
18716,213,About To Sleep
18717,445,Champions
18719,545,Champions
18721,113,Cannot Lose Them
18722,115,Cannot Lose Them
18724,411,New Customers
18726,111,Lost customers
18727,112,Lost customers
18728,243,At Risk
18729,313,Promising
18730,433,Potential Loyalist
18732,431,Potential Loyalist
18733,113,Cannot Lose Them
18735,432,Potential Loyalist
18736,411,New Customers
18737,335,Loyal
18738,414,Promising
18740,411,New Customers
18741,411,New Customers
18742,235,At Risk
18745,433,Potential Loyalist
18746,545,Champions
18749,412,New Customers
18750,554,Champions
18752,235,At Risk
18754,433,Potential Loyalist
18755,544,Champions
18756,541,Potential Loyalist
18757,435,Loyal
18758,114,Cannot Lose Them
18759,445,Champions
18760,534,Need Attention
18762,534,Need Attention
18763,245,At Risk
18764,231,About To Sleep
18764,231,Hibernating customers
18766,511,New Customers
18767,215,Cannot Lose Them
18768,313,Promising
18769,211,Hibernating customers
18770,432,Potential Loyalist
18771,312,About To Sleep
18772,515,Promising
18774,412,New Customers
18776,335,Loyal
18778,113,Cannot Lose Them
18780,212,Hibernating customers
18781,134,At Risk
18783,355,Loyal
18784,215,Cannot Lose Them
18785,411,New Customers
18786,333,Potential Loyalist
18787,115,Cannot Lose Them
18789,112,Lost customers
18790,534,Need Attention
18791,311,New Customers
18792,213,About To Sleep
18794,345,Loyal
18795,432,Potential Loyalist
18796,544,Champions
18797,241,About To Sleep
18797,241,Hibernating customers
18798,211,Hibernating customers
18799,332,Hibernating customers
18800,511,New Customers
18801,132,Hibernating customers
18802,115,Cannot Lose Them
18804,234,At Risk
18805,243,At Risk
18807,211,Hibernating customers
18808,234,At Risk
18809,533,Potential Loyalist
18810,552,Potential Loyalist
18812,552,Potential Loyalist
18813,115,Cannot Lose Them
18814,112,Lost customers
18815,354,Loyal
18816,312,About To Sleep
18817,111,Lost customers
18818,211,Hibernating customers
18819,235,At Risk
18820,433,Potential Loyalist
18821,111,Lost customers
18823,432,Potential Loyalist
18824,412,New Customers
18825,334,Need Attention
18826,332,Hibernating customers
18827,533,Potential Loyalist
18829,444,Loyal
18830,235,At Risk
18831,344,Loyal
18832,455,Champions
18833,111,Lost customers
18834,353,Potential Loyalist
18835,342,Potential Loyalist
18837,534,Need Attention
18838,213,About To Sleep
18840,434,Need Attention
18841,315,Promising
18842,534,Need Attention
18844,431,Potential Loyalist
18845,535,Need Attention
18846,444,Loyal
18847,333,Potential Loyalist
18848,445,Champions
18850,212,Hibernating customers
18851,232,Hibernating customers
18854,413,Promising
18855,343,Need Attention
18857,351,Potential Loyalist
18858,135,At Risk
18859,313,Promising
18860,113,Cannot Lose Them
18861,255,At Risk
18862,454,Champions
18864,544,Champions
18865,443,Need Attention
18866,333,Potential Loyalist
18867,244,At Risk
18868,414,Promising
18869,555,Champions
18871,531,Potential Loyalist
18872,434,Need Attention
18874,114,Cannot Lose Them
18875,513,Promising
18876,444,Loyal
18877,443,Need Attention
18878,331,About To Sleep
18879,333,Potential Loyalist
18880,411,New Customers
18881,111,Lost customers
18882,545,Champions
18883,134,At Risk
18885,232,Hibernating customers
18886,513,Promising
18888,232,Hibernating customers
18889,315,Promising
18890,312,About To Sleep
18891,315,Promising
18892,111,Lost customers
18893,233,Hibernating customers
18898,413,Promising
18899,115,Cannot Lose Them
18900,213,About To Sleep
18901,444,Loyal
18902,215,Cannot Lose Them
18903,434,Need Attention
18904,444,Loyal
18905,114,Cannot Lose Them
18906,132,Hibernating customers
18908,113,Cannot Lose Them
18909,211,Hibernating customers
18911,113,Cannot Lose Them
18912,342,Potential Loyalist
18914,133,At Risk
18915,244,At Risk
18916,433,Potential Loyalist
18918,511,New Customers
18919,531,Potential Loyalist
18921,353,Potential Loyalist
18922,541,Potential Loyalist
18923,344,Loyal
18924,312,About To Sleep
18925,431,Potential Loyalist
18927,233,Hibernating customers
18928,435,Loyal
18929,411,New Customers
18930,413,Promising
18931,513,Promising
18932,314,Promising
18933,335,Loyal
18934,141,Lost customers
18935,434,Need Attention
18936,115,Cannot Lose Them
18937,412,New Customers
18940,331,About To Sleep
18941,452,Potential Loyalist
18942,413,Promising
18943,211,Hibernating customers
18944,414,Promising
18946,355,Loyal
18947,435,Loyal
18948,232,Hibernating customers
18949,134,At Risk
18951,534,Need Attention
18952,115,Cannot Lose Them
18953,433,Potential Loyalist
18955,115,Cannot Lose Them
18956,113,Cannot Lose Them
18958,513,Promising
18959,353,Potential Loyalist
18961,154,Cannot Lose Them
18964,333,Potential Loyalist
18965,114,Cannot Lose Them
18967,444,Loyal
18968,553,Potential Loyalist
18969,215,Cannot Lose Them
18970,332,Hibernating customers
18971,555,Champions
18973,333,Potential Loyalist
18974,331,About To Sleep
18975,311,New Customers
18976,111,Lost customers
18979,434,Need Attention
18980,443,Need Attention
18981,431,Potential Loyalist
18982,214,Cannot Lose Them
18984,545,Champions
18985,515,Promising
18988,431,Potential Loyalist
18989,114,Cannot Lose Them
18990,534,Need Attention
18992,112,Lost customers
18993,133,At Risk
18994,444,Loyal
18995,415,Promising
18996,512,New Customers
18997,145,At Risk
18998,111,Lost customers
18999,211,Hibernating customers
19000,342,Potential Loyalist
19001,551,Potential Loyalist
19003,113,Cannot Lose Them
19004,211,Hibernating customers
19005,542,Potential Loyalist
19008,111,Lost customers
19009,214,Cannot Lose Them
19010,112,Lost customers
19011,254,At Risk
19012,115,Cannot Lose Them
19013,254,At Risk
19014,533,Potential Loyalist
19015,432,Potential Loyalist
19016,211,Hibernating customers
19017,344,Loyal
19018,334,Need Attention
19020,332,Hibernating customers
19021,241,About To Sleep
19021,241,Hibernating customers
19025,113,Cannot Lose Them
19028,115,Cannot Lose Them
19030,113,Cannot Lose Them
19031,414,Promising
19033,514,Promising
19034,514,Promising
19035,332,Hibernating customers
19036,344,Loyal
19037,211,Hibernating customers
19038,455,Champions
19039,332,Hibernating customers
19040,111,Lost customers
19041,535,Need Attention
19042,413,Promising
19043,553,Potential Loyalist
19044,234,At Risk
19046,344,Loyal
19047,535,Need Attention
19048,413,Promising
19049,531,Potential Loyalist
19050,535,Need Attention
19051,312,About To Sleep
19052,255,At Risk
19053,133,At Risk
19054,211,Hibernating customers
19055,533,Potential Loyalist
19056,243,At Risk
19057,213,About To Sleep
19059,213,About To Sleep
19060,542,Potential Loyalist
19062,233,Hibernating customers
19063,511,New Customers
19064,133,At Risk
19065,312,About To Sleep
19066,211,Hibernating customers
19067,244,At Risk
19068,532,Potential Loyalist
19069,411,New Customers
19070,554,Champions
19071,215,Cannot Lose Them
19072,343,Need Attention
19073,415,Promising
19074,255,At Risk
19075,354,Loyal
19076,212,Hibernating customers
19077,343,Need Attention
19078,434,Need Attention
19079,343,Need Attention
19080,412,New Customers
19081,211,Hibernating customers
19082,214,Cannot Lose Them
19084,354,Loyal
19086,214,Cannot Lose Them
19087,353,Potential Loyalist
19089,253,At Risk
19091,533,Potential Loyalist
19092,232,Hibernating customers
19093,233,Hibernating customers
19094,315,Promising
19096,433,Potential Loyalist
19097,233,Hibernating customers
19098,555,Champions
19100,415,Promising
19101,443,Need Attention
19102,344,Loyal
19103,435,Loyal
19105,111,Lost customers
19108,552,Potential Loyalist
19109,543,Loyal
19112,333,Potential Loyalist
19113,555,Champions
19114,533,Potential Loyalist
19115,334,Need Attention
19116,112,Lost customers
19117,441,Potential Loyalist
19118,311,New Customers
19119,512,New Customers
19120,512,New Customers
19121,313,Promising
19122,334,Need Attention
19123,343,Need Attention
19124,335,Loyal
19125,445,Champions
19126,535,Need Attention
19127,244,At Risk
19128,445,Champions
19129,235,At Risk
19131,111,Lost customers
19133,212,Hibernating customers
19134,334,Need Attention
19135,111,Lost customers
19137,441,Potential Loyalist
19138,511,New Customers
19139,115,Cannot Lose Them
19140,212,Hibernating customers
19141,444,Loyal
19142,211,Hibernating customers
19144,552,Potential Loyalist
19146,135,At Risk
19147,234,At Risk
19148,551,Potential Loyalist
19149,512,New Customers
19152,433,Potential Loyalist
19153,431,Potential Loyalist
19154,315,Promising
19156,114,Cannot Lose Them
19157,332,Hibernating customers
19158,355,Loyal
19159,313,Promising
19162,342,Potential Loyalist
19163,513,Promising
19165,233,Hibernating customers
19168,211,Hibernating customers
19169,112,Lost customers
19170,244,At Risk
19171,212,Hibernating customers
19172,312,About To Sleep
19173,432,Potential Loyalist
19174,555,Champions
19175,232,Hibernating customers
19176,515,Promising
19177,311,New Customers
19178,414,Promising
19179,111,Lost customers
19180,231,About To Sleep
19180,231,Hibernating customers
19182,252,At Risk
19183,332,Hibernating customers
19184,235,At Risk
19187,345,Loyal
19188,535,Need Attention
19189,112,Lost customers
19190,112,Lost customers
19191,412,New Customers
19192,214,Cannot Lose Them
19193,332,Hibernating customers
19194,432,Potential Loyalist
19195,113,Cannot Lose Them
19196,112,Lost customers
19197,544,Champions
19198,411,New Customers
19199,443,Need Attention
19201,214,Cannot Lose Them
19202,111,Lost customers
19203,333,Potential Loyalist
19204,512,New Customers
19205,512,New Customers
19206,544,Champions
19207,212,Hibernating customers
19208,114,Cannot Lose Them
19209,432,Potential Loyalist
19210,443,Need Attention
19211,111,Lost customers
19212,414,Promising
19213,243,At Risk
19214,211,Hibernating customers
19215,444,Loyal
19216,545,Champions
19217,541,Potential Loyalist
19218,444,Loyal
19220,332,Hibernating customers
19221,235,At Risk
19222,134,At Risk
19223,452,Potential Loyalist
19224,433,Potential Loyalist
19225,533,Potential Loyalist
19226,433,Potential Loyalist
19227,535,Need Attention
19228,311,New Customers
19231,531,Potential Loyalist
19233,531,Potential Loyalist
19234,335,Loyal
19235,235,At Risk
19236,413,Promising
19237,335,Loyal
19238,331,About To Sleep
19240,312,About To Sleep
19241,244,At Risk
19242,355,Loyal
19243,115,Cannot Lose Them
19244,112,Lost customers
19245,213,About To Sleep
19246,215,Cannot Lose Them
19248,215,Cannot Lose Them
19249,433,Potential Loyalist
19250,443,Need Attention
19252,544,Champions
19253,533,Potential Loyalist
19254,211,Hibernating customers
19255,331,About To Sleep
19256,245,At Risk
19257,334,Need Attention
19259,115,Cannot Lose Them
19260,252,At Risk
19261,332,Hibernating customers
19262,214,Cannot Lose Them
19263,415,Promising
19264,533,Potential Loyalist
19265,113,Cannot Lose Them
19266,312,About To Sleep
19267,542,Potential Loyalist
19268,444,Loyal
19269,544,Champions
19270,411,New Customers
19274,532,Potential Loyalist
19275,111,Lost customers
19276,432,Potential Loyalist
19278,455,Champions
19279,455,Champions
19280,244,At Risk
19282,112,Lost customers
19283,311,New Customers
19284,315,Promising
19285,543,Loyal
19286,551,Potential Loyalist
19287,211,Hibernating customers
19288,111,Lost customers
19290,444,Loyal
19291,232,Hibernating customers
19292,531,Potential Loyalist
19293,114,Cannot Lose Them
19294,352,Potential Loyalist
19295,114,Cannot Lose Them
19296,334,Need Attention
19297,435,Loyal
19298,534,Need Attention
19300,115,Cannot Lose Them
19301,445,Champions
19303,212,Hibernating customers
19305,211,Hibernating customers
19306,411,New Customers
19307,544,Champions
19308,315,Promising
19309,333,Potential Loyalist
19310,334,Need Attention
19311,354,Loyal
19313,111,Lost customers
19314,113,Cannot Lose Them
19315,335,Loyal
19316,545,Champions
19317,555,Champions
19318,331,About To Sleep
19319,544,Champions
19320,544,Champions
19321,133,At Risk
19322,113,Cannot Lose Them
19324,531,Potential Loyalist
19325,212,Hibernating customers
19326,343,Need Attention
19327,434,Need Attention
19328,431,Potential Loyalist
19329,213,About To Sleep
19330,314,Promising
19331,215,Cannot Lose Them
19333,414,Promising
19334,532,Potential Loyalist
19335,344,Loyal
19336,431,Potential Loyalist
19338,544,Champions
19339,112,Lost customers
19340,544,Champions
19342,113,Cannot Lose Them
19343,335,Loyal
19344,312,About To Sleep
19345,512,New Customers
19347,115,Cannot Lose Them
19348,411,New Customers
19350,353,Potential Loyalist
19351,111,Lost customers
19352,215,Cannot Lose Them
19353,531,Potential Loyalist
19354,133,At Risk
19355,312,About To Sleep
19356,555,Champions
19358,331,About To Sleep
19359,534,Need Attention
19360,115,Cannot Lose Them
19361,232,Hibernating customers
19362,312,About To Sleep
19364,534,Need Attention
19366,231,About To Sleep
19366,231,Hibernating customers
19368,553,Potential Loyalist
19369,115,Cannot Lose Them
19370,541,Potential Loyalist
19371,532,Potential Loyalist
19372,511,New Customers
19373,444,Loyal
19374,132,Hibernating customers
19375,112,Lost customers
19376,115,Cannot Lose Them
19377,114,Cannot Lose Them
19378,534,Need Attention
19379,531,Potential Loyalist
19380,353,Potential Loyalist
19381,512,New Customers
19382,534,Need Attention
19383,544,Champions
19385,532,Potential Loyalist
19386,335,Loyal
19387,545,Champions
19388,511,New Customers
19389,135,At Risk
19390,253,At Risk
19391,543,Loyal
19392,443,Need Attention
19394,132,Hibernating customers
19395,315,Promising
19396,334,Need Attention
19398,211,Hibernating customers
19399,534,Need Attention
19400,113,Cannot Lose Them
19401,231,About To Sleep
19401,231,Hibernating customers
19402,535,Need Attention
19404,115,Cannot Lose Them
19405,212,Hibernating customers
19408,312,About To Sleep
19409,444,Loyal
19410,534,Need Attention
19411,414,Promising
19412,552,Potential Loyalist
19413,534,Need Attention
19414,311,New Customers
19415,434,Need Attention
19416,411,New Customers
19417,443,Need Attention
19418,413,Promising
19419,215,Cannot Lose Them
19420,412,New Customers
19421,111,Lost customers
19422,332,Hibernating customers
19423,112,Lost customers
19424,111,Lost customers
19426,553,Potential Loyalist
19428,342,Potential Loyalist
19429,312,About To Sleep
19430,213,About To Sleep
19432,112,Lost customers
19434,135,At Risk
19435,514,Promising
19436,313,Promising
19438,533,Potential Loyalist
19439,534,Need Attention
19440,213,About To Sleep
19442,211,Hibernating customers
19445,235,At Risk
19447,344,Loyal
19449,234,At Risk
19451,133,At Risk
19452,543,Loyal
19453,433,Potential Loyalist
19454,442,Potential Loyalist
19455,352,Potential Loyalist
19456,434,Need Attention
19457,545,Champions
19459,112,Lost customers
19460,543,Loyal
19462,533,Potential Loyalist
19463,531,Potential Loyalist
19465,533,Potential Loyalist
19466,214,Cannot Lose Them
19471,413,Promising
19472,213,About To Sleep
19474,535,Need Attention
19476,431,Potential Loyalist
19477,343,Need Attention
19478,511,New Customers
19479,343,Need Attention
19480,311,New Customers
19481,331,About To Sleep
19482,513,Promising
19484,211,Hibernating customers
19485,543,Loyal
19486,455,Champions
19487,212,Hibernating customers
19488,441,Potential Loyalist
19489,542,Potential Loyalist
19490,345,Loyal
19491,242,At Risk
19492,231,About To Sleep
19492,231,Hibernating customers
19493,445,Champions
19494,554,Champions
19495,542,Potential Loyalist
19497,555,Champions
19500,135,At Risk
19501,541,Potential Loyalist
19502,212,Hibernating customers
19503,414,Promising
19504,534,Need Attention
19505,115,Cannot Lose Them
19506,552,Potential Loyalist
19507,212,Hibernating customers
19508,213,About To Sleep
19509,232,Hibernating customers
19510,114,Cannot Lose Them
19511,213,About To Sleep
19512,153,At Risk
19513,535,Need Attention
19514,435,Loyal
19515,242,At Risk
19516,235,At Risk
19518,433,Potential Loyalist
19519,214,Cannot Lose Them
19520,454,Champions
19521,553,Potential Loyalist
19523,444,Loyal
19524,242,At Risk
19525,545,Champions
19526,534,Need Attention
19527,231,About To Sleep
19527,231,Hibernating customers
19528,433,Potential Loyalist
19529,531,Potential Loyalist
19531,333,Potential Loyalist
19532,211,Hibernating customers
19533,532,Potential Loyalist
19534,332,Hibernating customers
19535,512,New Customers
19536,534,Need Attention
19537,353,Potential Loyalist
19538,331,About To Sleep
19539,211,Hibernating customers
19540,214,Cannot Lose Them
19542,531,Potential Loyalist
19543,332,Hibernating customers
19544,114,Cannot Lose Them
19545,232,Hibernating customers
19547,332,Hibernating customers
19550,211,Hibernating customers
19551,455,Champions
19553,311,New Customers
19554,434,Need Attention
19555,132,Hibernating customers
19556,331,About To Sleep
19557,515,Promising
19558,335,Loyal
19559,331,About To Sleep
19560,231,About To Sleep
19560,231,Hibernating customers
19561,345,Loyal
19562,244,At Risk
19563,213,About To Sleep
19564,515,Promising
19566,541,Potential Loyalist
19567,414,Promising
19569,111,Lost customers
19570,355,Loyal
19571,313,Promising
19572,514,Promising
19576,111,Lost customers
19577,333,Potential Loyalist
19578,315,Promising
19579,532,Potential Loyalist
19580,434,Need Attention
19581,234,At Risk
19582,211,Hibernating customers
19583,435,Loyal
19584,254,At Risk
19585,552,Potential Loyalist
19586,211,Hibernating customers
19587,414,Promising
19590,111,Lost customers
19591,543,Loyal
19593,215,Cannot Lose Them
19594,112,Lost customers
19595,232,Hibernating customers
19597,214,Cannot Lose Them
19599,232,Hibernating customers
19600,113,Cannot Lose Them
19601,334,Need Attention
19603,235,At Risk
19604,431,Potential Loyalist
19605,212,Hibernating customers
19606,413,Promising
19608,113,Cannot Lose Them
19609,134,At Risk
19610,412,New Customers
19611,443,Need Attention
19612,111,Lost customers
19613,215,Cannot Lose Them
19614,111,Lost customers
19616,511,New Customers
19617,511,New Customers
19618,135,At Risk
19619,551,Potential Loyalist
19620,235,At Risk
19621,414,Promising
19622,112,Lost customers
19623,232,Hibernating customers
19624,412,New Customers
19627,231,About To Sleep
19627,231,Hibernating customers
19629,332,Hibernating customers
19630,444,Loyal
19631,335,Loyal
19632,132,Hibernating customers
19633,543,Loyal
19636,313,Promising
19637,242,At Risk
19638,115,Cannot Lose Them
19643,354,Loyal
19644,111,Lost customers
19645,331,About To Sleep
19646,315,Promising
19647,314,Promising
19649,112,Lost customers
19650,413,Promising
19651,232,Hibernating customers
19652,335,Loyal
19653,535,Need Attention
19655,312,About To Sleep
19656,242,At Risk
19657,211,Hibernating customers
19658,513,Promising
19660,212,Hibernating customers
19661,233,Hibernating customers
19662,432,Potential Loyalist
19663,335,Loyal
19665,111,Lost customers
19666,445,Champions
19667,413,Promising
19668,413,Promising
19669,112,Lost customers
19671,233,Hibernating customers
19673,212,Hibernating customers
19676,213,About To Sleep
19677,413,Promising
19678,333,Potential Loyalist
19679,435,Loyal
19680,532,Potential Loyalist
19681,511,New Customers
19682,532,Potential Loyalist
19683,333,Potential Loyalist
19684,311,New Customers
19685,433,Potential Loyalist
19686,131,Lost customers
19687,333,Potential Loyalist
19688,311,New Customers
19689,115,Cannot Lose Them
19690,414,Promising
19692,553,Potential Loyalist
19693,213,About To Sleep
19694,443,Need Attention
19696,112,Lost customers
19697,211,Hibernating customers
19698,215,Cannot Lose Them
19699,114,Cannot Lose Them
19702,443,Need Attention
19703,532,Potential Loyalist
19705,433,Potential Loyalist
19708,455,Champions
19709,445,Champions
19710,215,Cannot Lose Them
19711,334,Need Attention
19712,434,Need Attention
19713,111,Lost customers
19714,111,Lost customers
19716,453,Potential Loyalist
19717,344,Loyal
19718,333,Potential Loyalist
19719,554,Champions
19720,243,At Risk
19721,452,Potential Loyalist
19722,433,Potential Loyalist
19723,115,Cannot Lose Them
19724,213,About To Sleep
19725,212,Hibernating customers
19726,432,Potential Loyalist
19727,115,Cannot Lose Them
19728,115,Cannot Lose Them
19729,331,About To Sleep
19730,313,Promising
19731,215,Cannot Lose Them
19736,413,Promising
19737,334,Need Attention
19738,111,Lost customers
19739,214,Cannot Lose Them
19740,413,Promising
19741,511,New Customers
19742,115,Cannot Lose Them
19744,311,New Customers
19745,241,About To Sleep
19745,241,Hibernating customers
19746,313,Promising
19747,213,About To Sleep
19748,111,Lost customers
19749,115,Cannot Lose Them
19750,232,Hibernating customers
19751,111,Lost customers
19753,535,Need Attention
19754,332,Hibernating customers
19755,133,At Risk
19757,443,Need Attention
19759,434,Need Attention
19760,133,At Risk
19764,512,New Customers
19765,115,Cannot Lose Them
19766,115,Cannot Lose Them
19767,555,Champions
19768,331,About To Sleep
19770,115,Cannot Lose Them
19771,335,Loyal
19772,412,New Customers
19773,552,Potential Loyalist
19774,335,Loyal
19775,433,Potential Loyalist
19776,212,Hibernating customers
19777,432,Potential Loyalist
19779,554,Champions
19780,315,Promising
19781,442,Potential Loyalist
19782,434,Need Attention
19783,332,Hibernating customers
19784,111,Lost customers
19785,115,Cannot Lose Them
19786,111,Lost customers
19787,352,Potential Loyalist
19789,534,Need Attention
19791,132,Hibernating customers
19792,545,Champions
19793,412,New Customers
19794,113,Cannot Lose Them
19795,112,Lost customers
19796,313,Promising
19798,545,Champions
19799,111,Lost customers
19800,232,Hibernating customers
19802,311,New Customers
19803,343,Need Attention
19806,113,Cannot Lose Them
19811,534,Need Attention
19812,211,Hibernating customers
19813,233,Hibernating customers
19814,215,Cannot Lose Them
19816,535,Need Attention
19817,112,Lost customers
19819,315,Promising
19820,114,Cannot Lose Them
19821,335,Loyal
19822,342,Potential Loyalist
19823,452,Potential Loyalist
19826,331,About To Sleep
19828,531,Potential Loyalist
19830,114,Cannot Lose Them
19831,211,Hibernating customers
19832,435,Loyal
19833,235,At Risk
19834,212,Hibernating customers
19835,413,Promising
19836,212,Hibernating customers
19837,114,Cannot Lose Them
19838,333,Potential Loyalist
19839,442,Potential Loyalist
19840,354,Loyal
19841,214,Cannot Lose Them
19843,531,Potential Loyalist
19844,244,At Risk
19845,531,Potential Loyalist
19846,111,Lost customers
19847,134,At Risk
19848,133,At Risk
19849,545,Champions
19851,444,Loyal
19852,234,At Risk
19853,442,Potential Loyalist
19854,444,Loyal
19855,233,Hibernating customers
19857,232,Hibernating customers
19858,233,Hibernating customers
19859,455,Champions
19862,334,Need Attention
19863,115,Cannot Lose Them
19865,443,Need Attention
19866,412,New Customers
19867,434,Need Attention
19868,233,Hibernating customers
19869,111,Lost customers
19870,414,Promising
19871,233,Hibernating customers
19872,532,Potential Loyalist
19874,341,Potential Loyalist
19875,451,Potential Loyalist
19876,113,Cannot Lose Them
19877,211,Hibernating customers
19878,333,Potential Loyalist
19879,535,Need Attention
19880,315,Promising
19881,415,Promising
19882,342,Potential Loyalist
19883,254,At Risk
19885,312,About To Sleep
19886,511,New Customers
19887,115,Cannot Lose Them
19888,511,New Customers
19889,432,Potential Loyalist
19890,213,About To Sleep
19892,535,Need Attention
19893,333,Potential Loyalist
19894,214,Cannot Lose Them
19895,335,Loyal
19896,112,Lost customers
19897,113,Cannot Lose Them
19898,214,Cannot Lose Them
19899,315,Promising
19900,234,At Risk
19901,111,Lost customers
19902,443,Need Attention
19903,314,Promising
19905,311,New Customers
19906,115,Cannot Lose Them
19909,334,Need Attention
19910,112,Lost customers
19912,212,Hibernating customers
19913,511,New Customers
19914,231,About To Sleep
19914,231,Hibernating customers
19917,211,Hibernating customers
19918,431,Potential Loyalist
19921,315,Promising
19922,515,Promising
19923,441,Potential Loyalist
19924,334,Need Attention
19925,241,About To Sleep
19925,241,Hibernating customers
19926,311,New Customers
19927,411,New Customers
19929,335,Loyal
19930,112,Lost customers
19931,115,Cannot Lose Them
19932,511,New Customers
19933,211,Hibernating customers
19935,512,New Customers
19936,312,About To Sleep
19937,435,Loyal
19938,344,Loyal
19941,232,Hibernating customers
19942,434,Need Attention
19943,445,Champions
19944,215,Cannot Lose Them
19945,533,Potential Loyalist
19946,443,Need Attention
19947,213,About To Sleep
19948,313,Promising
19949,114,Cannot Lose Them
19950,113,Cannot Lose Them
19951,434,Need Attention
19953,444,Loyal
19954,545,Champions
19956,312,About To Sleep
19957,233,Hibernating customers
19958,334,Need Attention
19959,112,Lost customers
19960,511,New Customers
19961,441,Potential Loyalist
19962,232,Hibernating customers
19963,344,Loyal
19965,333,Potential Loyalist
19967,112,Lost customers
19968,545,Champions
19969,313,Promising
19970,411,New Customers
19971,412,New Customers
19973,132,Hibernating customers
19974,113,Cannot Lose Them
19975,115,Cannot Lose Them
19976,213,About To Sleep
19978,431,Potential Loyalist
19979,212,Hibernating customers
19981,545,Champions
19982,544,Champions
19983,511,New Customers
19987,211,Hibernating customers
19989,412,New Customers
19990,242,At Risk
19993,333,Potential Loyalist
19994,544,Champions
19995,551,Potential Loyalist
19996,332,Hibernating customers
19997,434,Need Attention
19998,115,Cannot Lose Them
20001,431,Potential Loyalist
20002,112,Lost customers
20003,431,Potential Loyalist
20004,432,Potential Loyalist
20005,135,At Risk
20006,354,Loyal
20007,545,Champions
20008,415,Promising
20009,231,About To Sleep
20009,231,Hibernating customers
20011,434,Need Attention
20012,454,Champions
20013,515,Promising
20014,535,Need Attention
20015,311,New Customers
20016,543,Loyal
20018,235,At Risk
20019,454,Champions
20020,551,Potential Loyalist
20021,535,Need Attention
20022,545,Champions
20023,234,At Risk
20024,515,Promising
20025,234,At Risk
20027,114,Cannot Lose Them
20028,411,New Customers
20029,235,At Risk
20030,441,Potential Loyalist
20031,431,Potential Loyalist
20032,314,Promising
20033,412,New Customers
20034,244,At Risk
20036,512,New Customers
20038,431,Potential Loyalist
20042,455,Champions
20043,334,Need Attention
20044,314,Promising
20045,311,New Customers
20046,234,At Risk
20047,215,Cannot Lose Them
20049,235,At Risk
20050,233,Hibernating customers
20052,113,Cannot Lose Them
20053,434,Need Attention
20054,535,Need Attention
20055,445,Champions
20056,542,Potential Loyalist
20057,112,Lost customers
20058,113,Cannot Lose Them
20059,411,New Customers
20060,512,New Customers
20061,511,New Customers
20062,114,Cannot Lose Them
20065,411,New Customers
20066,542,Potential Loyalist
20067,233,Hibernating customers
20068,232,Hibernating customers
20069,445,Champions
20070,241,About To Sleep
20070,241,Hibernating customers
20071,535,Need Attention
20072,413,Promising
20073,313,Promising
20074,413,Promising
20075,313,Promising
20076,311,New Customers
20077,511,New Customers
20078,131,Lost customers
20080,545,Champions
20081,111,Lost customers
20082,454,Champions
20084,212,Hibernating customers
20086,551,Potential Loyalist
20088,444,Loyal
20089,235,At Risk
20090,545,Champions
20091,211,Hibernating customers
20092,343,Need Attention
20093,543,Loyal
20094,232,Hibernating customers
20095,433,Potential Loyalist
20096,431,Potential Loyalist
20098,335,Loyal
20099,113,Cannot Lose Them
20100,311,New Customers
20101,313,Promising
20102,213,About To Sleep
20103,354,Loyal
20104,333,Potential Loyalist
20105,411,New Customers
20106,142,At Risk
20107,112,Lost customers
20108,511,New Customers
20109,134,At Risk
20110,112,Lost customers
20111,232,Hibernating customers
20112,414,Promising
20113,111,Lost customers
20114,242,At Risk
20115,413,Promising
20117,115,Cannot Lose Them
20119,335,Loyal
20120,442,Potential Loyalist
20121,212,Hibernating customers
20122,111,Lost customers
20123,232,Hibernating customers
20124,533,Potential Loyalist
20126,315,Promising
20127,311,New Customers
20129,134,At Risk
20130,214,Cannot Lose Them
20131,232,Hibernating customers
20132,344,Loyal
20134,555,Champions
20136,533,Potential Loyalist
20137,533,Potential Loyalist
20138,443,Need Attention
20139,235,At Risk
20140,411,New Customers
20141,433,Potential Loyalist
20142,131,Lost customers
20143,111,Lost customers
20144,331,About To Sleep
20145,213,About To Sleep
20147,534,Need Attention
20149,343,Need Attention
20150,533,Potential Loyalist
20151,442,Potential Loyalist
20152,333,Potential Loyalist
20154,343,Need Attention
20155,335,Loyal
20156,335,Loyal
20157,214,Cannot Lose Them
20158,111,Lost customers
20160,231,About To Sleep
20160,231,Hibernating customers
20161,531,Potential Loyalist
20163,433,Potential Loyalist
20164,511,New Customers
20166,315,Promising
20168,111,Lost customers
20169,314,Promising
20172,514,Promising
20174,435,Loyal
20175,233,Hibernating customers
20176,212,Hibernating customers
20177,131,Lost customers
20178,114,Cannot Lose Them
20179,443,Need Attention
20180,413,Promising
20181,112,Lost customers
20182,312,About To Sleep
20183,245,At Risk
20184,314,Promising
20185,311,New Customers
20186,514,Promising
20188,115,Cannot Lose Them
20189,454,Champions
20190,114,Cannot Lose Them
